	pathway_id	cancer_type	mean_expr	url	name	times_enriched	pathway_avg_fdr	pathway_avg_overlap	entities_ratio	entities_pValue	entities_fdr	entities_found	entities_total
0	R-HSA-6798695	ccrcc	0.233502538071066	https://reactome.org/PathwayBrowser/#/R-HSA-6798695&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	Neutrophil degranulation	8	0.5877205529702535	0.03307151715584952	0.03307151715584952	0.0034670081930663343	0.8426403962485929	448	480
1	R-HSA-6798695	colon	-0.1348314606741573	https://reactome.org/PathwayBrowser/#/R-HSA-6798695&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	Neutrophil degranulation	8	0.5877205529702535	0.03307151715584952	0.03307151715584952	6.216915870993489e-12	1.500141799670729e-08	434	480
2	R-HSA-6798695	endometrial	0.28851540616246496	https://reactome.org/PathwayBrowser/#/R-HSA-6798695&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	Neutrophil degranulation	8	0.5877205529702535	0.03307151715584952	0.03307151715584952	0.001403496135108595	0.8219205345749762	450	480
3	R-HSA-6798695	gbm	0.1662269129287599	https://reactome.org/PathwayBrowser/#/R-HSA-6798695&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	Neutrophil degranulation	8	0.5877205529702535	0.03307151715584952	0.03307151715584952	0.002129677206187619	0.803797666027487	448	480
4	R-HSA-6798695	hnscc	0.13315926892950392	https://reactome.org/PathwayBrowser/#/R-HSA-6798695&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	Neutrophil degranulation	8	0.5877205529702535	0.03307151715584952	0.03307151715584952	0.003649259862210652	0.83292086846573	462	480
5	R-HSA-6798695	lscc	-0.40759493670886077	https://reactome.org/PathwayBrowser/#/R-HSA-6798695&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	Neutrophil degranulation	8	0.5877205529702535	0.03307151715584952	0.03307151715584952	0.0016375577835305855	0.8726502026225027	443	480
6	R-HSA-6798695	luad	-0.41	https://reactome.org/PathwayBrowser/#/R-HSA-6798695&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	Neutrophil degranulation	8	0.5877205529702535	0.03307151715584952	0.03307151715584952	0.00018009316127054475	0.44122824511283465	441	480
7	R-HSA-6798695	ovarian	-0.3037542662116041	https://reactome.org/PathwayBrowser/#/R-HSA-6798695&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	Neutrophil degranulation	8	0.5877205529702535	0.03307151715584952	0.03307151715584952	3.532075681422775e-05	0.08660649570848644	441	480
8	R-HSA-6791226	ccrcc	0.6994219653179191	https://reactome.org/PathwayBrowser/#/R-HSA-6791226&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	Major pathway of rRNA processing in the nucleolus and cytosol	8	0.7254188594744776	0.013021909880115753	0.013021909880115751	0.03132092702103939	0.8426403962485929	179	189
9	R-HSA-6791226	colon	0.7714285714285715	https://reactome.org/PathwayBrowser/#/R-HSA-6791226&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	Major pathway of rRNA processing in the nucleolus and cytosol	8	0.7254188594744776	0.013021909880115753	0.013021909880115751	2.82505716930892e-07	0.0001376497017997469	181	189
10	R-HSA-6791226	endometrial	0.759493670886076	https://reactome.org/PathwayBrowser/#/R-HSA-6791226&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	Major pathway of rRNA processing in the nucleolus and cytosol	8	0.7254188594744776	0.013021909880115753	0.013021909880115751	0.019847181741286746	0.8219205345749762	180	189
11	R-HSA-6791226	gbm	0.7951807228915663	https://reactome.org/PathwayBrowser/#/R-HSA-6791226&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	Major pathway of rRNA processing in the nucleolus and cytosol	8	0.7254188594744776	0.013021909880115753	0.013021909880115751	0.014216025281046596	0.803797666027487	182	189
12	R-HSA-6791226	hnscc	0.47928994082840237	https://reactome.org/PathwayBrowser/#/R-HSA-6791226&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	Major pathway of rRNA processing in the nucleolus and cytosol	8	0.7254188594744776	0.013021909880115753	0.013021909880115751	0.056981124852749865	0.83292086846573	181	189
13	R-HSA-6791226	lscc	0.68	https://reactome.org/PathwayBrowser/#/R-HSA-6791226&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	Major pathway of rRNA processing in the nucleolus and cytosol	8	0.7254188594744776	0.013021909880115753	0.013021909880115751	0.010174134204066654	0.8726502026225027	181	189
14	R-HSA-6791226	luad	0.68	https://reactome.org/PathwayBrowser/#/R-HSA-6791226&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	Major pathway of rRNA processing in the nucleolus and cytosol	8	0.7254188594744776	0.013021909880115753	0.013021909880115751	0.002770984324347636	0.8489584258572173	181	189
15	R-HSA-6791226	ovarian	0.76	https://reactome.org/PathwayBrowser/#/R-HSA-6791226&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	Major pathway of rRNA processing in the nucleolus and cytosol	8	0.7254188594744776	0.013021909880115753	0.013021909880115751	0.0015901388530281668	0.7803251322975149	180	189
16	R-HSA-72203	ccrcc	0.5492957746478874	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	0.017638142483119748	0.017638142483119748	0.018623187607077485	0.8426403962485929	241	256
17	R-HSA-72203	colon	0.7419354838709677	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	0.017638142483119748	0.017638142483119748	2.8558029419034625e-07	0.0001376497017997469	233	256
18	R-HSA-72203	endometrial	0.15254237288135594	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	0.017638142483119748	0.017638142483119748	0.009292014911161273	0.8219205345749762	243	256
19	R-HSA-72203	gbm	0.7422222222222222	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	0.017638142483119748	0.017638142483119748	0.01398082871085815	0.803797666027487	241	256
20	R-HSA-72203	hnscc	0.6635514018691588	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	0.017638142483119748	0.017638142483119748	0.07432083108893561	0.83292086846573	239	256
21	R-HSA-72203	lscc	0.6866359447004609	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	0.017638142483119748	0.017638142483119748	0.08766713803877613	0.8726502026225027	225	256
22	R-HSA-72203	luad	0.5473684210526316	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	0.017638142483119748	0.017638142483119748	0.2671710820364974	0.8489584258572173	207	256
23	R-HSA-72203	ovarian	0.7230769230769231	https://reactome.org/PathwayBrowser/#/R-HSA-72203&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	Processing of Capped Intron-Containing Pre-mRNA	8	0.7254188594744776	0.017638142483119748	0.017638142483119748	0.00174021894855092	0.7803251322975149	236	256
24	R-HSA-72163	ccrcc	0.5	https://reactome.org/PathwayBrowser/#/R-HSA-72163&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	mRNA Splicing - Major Pathway	8	0.7254473535231686	0.012746313903817004	0.012746313903817004	0.02383522831231577	0.8426403962485929	177	185
25	R-HSA-72163	colon	0.7317073170731707	https://reactome.org/PathwayBrowser/#/R-HSA-72163&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	mRNA Splicing - Major Pathway	8	0.7254473535231686	0.012746313903817004	0.012746313903817004	9.094579386248469e-07	0.00036560209132718846	175	185
26	R-HSA-72163	endometrial	0.20588235294117646	https://reactome.org/PathwayBrowser/#/R-HSA-72163&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	mRNA Splicing - Major Pathway	8	0.7254473535231686	0.012746313903817004	0.012746313903817004	0.009902182753878774	0.8219205345749762	180	185
27	R-HSA-72163	gbm	0.75	https://reactome.org/PathwayBrowser/#/R-HSA-72163&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	mRNA Splicing - Major Pathway	8	0.7254473535231686	0.012746313903817004	0.012746313903817004	0.015557530771126094	0.803797666027487	178	185
28	R-HSA-72163	hnscc	0.6645962732919255	https://reactome.org/PathwayBrowser/#/R-HSA-72163&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	mRNA Splicing - Major Pathway	8	0.7254473535231686	0.012746313903817004	0.012746313903817004	0.06057433727743988	0.83292086846573	177	185
29	R-HSA-72163	lscc	0.6727272727272727	https://reactome.org/PathwayBrowser/#/R-HSA-72163&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	mRNA Splicing - Major Pathway	8	0.7254473535231686	0.012746313903817004	0.012746313903817004	0.05786661254633774	0.8726502026225027	168	185
30	R-HSA-72163	luad	0.5540540540540541	https://reactome.org/PathwayBrowser/#/R-HSA-72163&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	mRNA Splicing - Major Pathway	8	0.7254473535231686	0.012746313903817004	0.012746313903817004	0.07288246993772274	0.8489584258572173	161	185
31	R-HSA-72163	ovarian	0.7066666666666667	https://reactome.org/PathwayBrowser/#/R-HSA-72163&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	mRNA Splicing - Major Pathway	8	0.7254473535231686	0.012746313903817004	0.012746313903817004	0.002375832761064567	0.7803251322975149	175	185
32	R-HSA-72172	ccrcc	0.5061728395061729	https://reactome.org/PathwayBrowser/#/R-HSA-72172&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	mRNA Splicing	8	0.7257630574098313	0.013504202838638556	0.013504202838638556	0.03218825591534058	0.8426403962485929	185	196
33	R-HSA-72172	colon	0.7108433734939759	https://reactome.org/PathwayBrowser/#/R-HSA-72172&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	mRNA Splicing	8	0.7257630574098313	0.013504202838638556	0.013504202838638556	1.0788183524734762e-05	0.0028912331846289163	177	196
34	R-HSA-72172	endometrial	0.1773049645390071	https://reactome.org/PathwayBrowser/#/R-HSA-72172&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	mRNA Splicing	8	0.7257630574098313	0.013504202838638556	0.013504202838638556	0.016945559176156588	0.8219205345749762	187	196
35	R-HSA-72172	gbm	0.7341040462427746	https://reactome.org/PathwayBrowser/#/R-HSA-72172&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	mRNA Splicing	8	0.7257630574098313	0.013504202838638556	0.013504202838638556	0.025600041309803867	0.803797666027487	185	196
36	R-HSA-72172	hnscc	0.6463414634146342	https://reactome.org/PathwayBrowser/#/R-HSA-72172&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	mRNA Splicing	8	0.7257630574098313	0.013504202838638556	0.013504202838638556	0.09142719652968068	0.83292086846573	184	196
37	R-HSA-72172	lscc	0.6588235294117647	https://reactome.org/PathwayBrowser/#/R-HSA-72172&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	mRNA Splicing	8	0.7257630574098313	0.013504202838638556	0.013504202838638556	0.08227427303485824	0.8726502026225027	175	196
38	R-HSA-72172	luad	0.5526315789473685	https://reactome.org/PathwayBrowser/#/R-HSA-72172&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	mRNA Splicing	8	0.7257630574098313	0.013504202838638556	0.013504202838638556	0.1275963581774644	0.8489584258572173	166	196
39	R-HSA-72172	ovarian	0.6862745098039216	https://reactome.org/PathwayBrowser/#/R-HSA-72172&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	mRNA Splicing	8	0.7257630574098313	0.013504202838638556	0.013504202838638556	0.006359177897999779	0.7803251322975149	180	196
40	R-HSA-72689	ccrcc	0.6631578947368421	https://reactome.org/PathwayBrowser/#/R-HSA-72689&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	Formation of a pool of free 40S subunits	8	0.7286277557276357	0.00730329337191677	0.00730329337191677	0.09095154582580922	0.8426403962485929	100	106
41	R-HSA-72689	colon	0.86	https://reactome.org/PathwayBrowser/#/R-HSA-72689&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	Formation of a pool of free 40S subunits	8	0.7286277557276357	0.00730329337191677	0.00730329337191677	0.0001239514492032967	0.02580881972706428	101	106
42	R-HSA-72689	endometrial	0.711340206185567	https://reactome.org/PathwayBrowser/#/R-HSA-72689&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	Formation of a pool of free 40S subunits	8	0.7286277557276357	0.00730329337191677	0.00730329337191677	0.0773777238480009	0.8219205345749762	100	106
43	R-HSA-72689	gbm	0.8924731182795699	https://reactome.org/PathwayBrowser/#/R-HSA-72689&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	Formation of a pool of free 40S subunits	8	0.7286277557276357	0.00730329337191677	0.00730329337191677	0.06536888040810229	0.803797666027487	101	106
44	R-HSA-72689	hnscc	0.23595505617977527	https://reactome.org/PathwayBrowser/#/R-HSA-72689&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	Formation of a pool of free 40S subunits	8	0.7286277557276357	0.00730329337191677	0.00730329337191677	0.1328220040511987	0.83292086846573	101	106
45	R-HSA-72689	lscc	0.6521739130434783	https://reactome.org/PathwayBrowser/#/R-HSA-72689&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	Formation of a pool of free 40S subunits	8	0.7286277557276357	0.00730329337191677	0.00730329337191677	0.10567217607141288	0.8726502026225027	97	106
46	R-HSA-72689	luad	0.6808510638297872	https://reactome.org/PathwayBrowser/#/R-HSA-72689&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	Formation of a pool of free 40S subunits	8	0.7286277557276357	0.00730329337191677	0.00730329337191677	0.05638716883442263	0.8489584258572173	97	106
47	R-HSA-72689	ovarian	0.875	https://reactome.org/PathwayBrowser/#/R-HSA-72689&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	Formation of a pool of free 40S subunits	8	0.7286277557276357	0.00730329337191677	0.00730329337191677	0.01418225387094696	0.7803251322975149	101	106
48	R-HSA-927802	ccrcc	0.6111111111111112	https://reactome.org/PathwayBrowser/#/R-HSA-927802&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	Nonsense-Mediated Decay (NMD)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.10365286374904548	0.8426403962485929	115	124
49	R-HSA-927802	colon	0.8148148148148148	https://reactome.org/PathwayBrowser/#/R-HSA-927802&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	Nonsense-Mediated Decay (NMD)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.00018567485938592032	0.02580881972706428	114	124
50	R-HSA-927802	endometrial	0.6261682242990654	https://reactome.org/PathwayBrowser/#/R-HSA-927802&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	Nonsense-Mediated Decay (NMD)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.08755203584398652	0.8219205345749762	115	124
51	R-HSA-927802	gbm	0.7714285714285715	https://reactome.org/PathwayBrowser/#/R-HSA-927802&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	Nonsense-Mediated Decay (NMD)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.09008047128707031	0.803797666027487	115	124
52	R-HSA-927802	hnscc	0.2336448598130841	https://reactome.org/PathwayBrowser/#/R-HSA-927802&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	Nonsense-Mediated Decay (NMD)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.15708215432537542	0.83292086846573	116	124
53	R-HSA-927802	lscc	0.7115384615384616	https://reactome.org/PathwayBrowser/#/R-HSA-927802&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	Nonsense-Mediated Decay (NMD)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.0946653969672091	0.8726502026225027	113	124
54	R-HSA-927802	luad	0.7090909090909091	https://reactome.org/PathwayBrowser/#/R-HSA-927802&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	Nonsense-Mediated Decay (NMD)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.046875549675676864	0.8489584258572173	113	124
55	R-HSA-927802	ovarian	0.8775510204081632	https://reactome.org/PathwayBrowser/#/R-HSA-927802&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	Nonsense-Mediated Decay (NMD)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.019049263955845164	0.7803251322975149	115	124
56	R-HSA-975957	ccrcc	0.6111111111111112	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.10365286374904548	0.8426403962485929	115	124
57	R-HSA-975957	colon	0.8148148148148148	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.00018567485938592032	0.02580881972706428	114	124
58	R-HSA-975957	endometrial	0.6261682242990654	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.08755203584398652	0.8219205345749762	115	124
59	R-HSA-975957	gbm	0.7714285714285715	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.09008047128707031	0.803797666027487	115	124
60	R-HSA-975957	hnscc	0.2336448598130841	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.15708215432537542	0.83292086846573	116	124
61	R-HSA-975957	lscc	0.7115384615384616	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.0946653969672091	0.8726502026225027	113	124
62	R-HSA-975957	luad	0.7090909090909091	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.046875549675676864	0.8489584258572173	113	124
63	R-HSA-975957	ovarian	0.8775510204081632	https://reactome.org/PathwayBrowser/#/R-HSA-975957&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	8	0.7286277557276357	0.008543475265261127	0.008543475265261127	0.019049263955845164	0.7803251322975149	115	124
64	R-HSA-72706	ccrcc	0.6415094339622641	https://reactome.org/PathwayBrowser/#/R-HSA-72706&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	GTP hydrolysis and joining of the 60S ribosomal subunit	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.11294137211935829	0.8426403962485929	111	120
65	R-HSA-72706	colon	0.8348623853211009	https://reactome.org/PathwayBrowser/#/R-HSA-72706&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	GTP hydrolysis and joining of the 60S ribosomal subunit	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.00012129616992462289	0.02580881972706428	112	120
66	R-HSA-72706	endometrial	0.7169811320754716	https://reactome.org/PathwayBrowser/#/R-HSA-72706&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	GTP hydrolysis and joining of the 60S ribosomal subunit	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.09604752829312357	0.8219205345749762	111	120
67	R-HSA-72706	gbm	0.8627450980392157	https://reactome.org/PathwayBrowser/#/R-HSA-72706&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	GTP hydrolysis and joining of the 60S ribosomal subunit	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.08282869216249855	0.803797666027487	112	120
68	R-HSA-72706	hnscc	0.29292929292929293	https://reactome.org/PathwayBrowser/#/R-HSA-72706&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	GTP hydrolysis and joining of the 60S ribosomal subunit	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.1675022755987391	0.83292086846573	112	120
69	R-HSA-72706	lscc	0.6699029126213593	https://reactome.org/PathwayBrowser/#/R-HSA-72706&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	GTP hydrolysis and joining of the 60S ribosomal subunit	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.12371705032533709	0.8726502026225027	108	120
70	R-HSA-72706	luad	0.6761904761904762	https://reactome.org/PathwayBrowser/#/R-HSA-72706&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	GTP hydrolysis and joining of the 60S ribosomal subunit	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.06511217613528553	0.8489584258572173	108	120
71	R-HSA-72706	ovarian	0.8490566037735849	https://reactome.org/PathwayBrowser/#/R-HSA-72706&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	GTP hydrolysis and joining of the 60S ribosomal subunit	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.017489344082488922	0.7803251322975149	112	120
72	R-HSA-156827	ccrcc	0.6571428571428571	https://reactome.org/PathwayBrowser/#/R-HSA-156827&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MTZfMjEwODQ%3D	L13a-mediated translational silencing of Ceruloplasmin expression	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.13274325382626462	0.8426403962485929	110	120
73	R-HSA-156827	colon	0.8518518518518519	https://reactome.org/PathwayBrowser/#/R-HSA-156827&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjBfMjEwODU%3D	L13a-mediated translational silencing of Ceruloplasmin expression	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.00017928663213850893	0.02580881972706428	111	120
74	R-HSA-156827	endometrial	0.6981132075471698	https://reactome.org/PathwayBrowser/#/R-HSA-156827&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjRfMjEwODY%3D	L13a-mediated translational silencing of Ceruloplasmin expression	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.11376596461724864	0.8219205345749762	110	120
75	R-HSA-156827	gbm	0.8613861386138614	https://reactome.org/PathwayBrowser/#/R-HSA-156827&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MjhfMjEwODc%3D	L13a-mediated translational silencing of Ceruloplasmin expression	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.09870828926199726	0.803797666027487	111	120
76	R-HSA-156827	hnscc	0.2857142857142857	https://reactome.org/PathwayBrowser/#/R-HSA-156827&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzFfMjEwODg%3D	L13a-mediated translational silencing of Ceruloplasmin expression	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.19286057042153826	0.83292086846573	111	120
77	R-HSA-156827	lscc	0.6666666666666666	https://reactome.org/PathwayBrowser/#/R-HSA-156827&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzVfMjEwODk%3D	L13a-mediated translational silencing of Ceruloplasmin expression	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.14507419999436788	0.8726502026225027	107	120
78	R-HSA-156827	luad	0.6923076923076923	https://reactome.org/PathwayBrowser/#/R-HSA-156827&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3MzlfMjEwOTA%3D	L13a-mediated translational silencing of Ceruloplasmin expression	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.0787071280672259	0.8489584258572173	107	120
79	R-HSA-156827	ovarian	0.8666666666666667	https://reactome.org/PathwayBrowser/#/R-HSA-156827&DTAB=AN&ANALYSIS=MjAyMDA2MDYxODI3NDNfMjEwOTE%3D	L13a-mediated translational silencing of Ceruloplasmin expression	8	0.7286277557276357	0.00826787928896238	0.00826787928896238	0.022210539094210113	0.7803251322975149	111	120
