t	N
0	150
0.32278486796990163	151
0.5673280134258921	150
0.7431348104004567	149
0.8871668767120905	150
0.9322437104575659	149
0.9662440670697658	148
1.0067467559610461	147
1.3621100957844121	148
1.4132815358386113	149
1.7781159231992603	148
1.9020842320196525	147
2.1514441699917817	146
2.713709903009624	147
2.8572354514133576	146
2.926647968735899	147
2.9829267052690747	146
3.155417257889977	145
3.1977008448754343	144
3.3284554682871437	143
4.138854165115845	142
4.384945077748979	143
4.718241881264168	144
5.0478204036983625	143
5.339548119973077	142
5.342750735043337	143
5.390537567508611	144
5.6709615190808	145
5.74186791728385	144
6.171113853990285	143
6.337157398272212	142
6.4977399968671135	143
6.735278067661943	144
6.998553976649429	145
7.05183873478335	146
7.552552677777328	147
7.701432984231154	148
8.420054472010445	149
8.558233247374423	148
9.28246297279934	147
9.313667830640552	146
9.480178176593805	145
9.745262646247417	146
9.765729038439654	147
9.786265620467315	146
9.862087503561925	147
9.883056388738153	148
10.39886619601864	147
10.621739581822192	146
10.637390734306889	147
10.987212436113658	148
11.052529762359695	147
11.079824723262163	146
11.089785762697485	147
11.37569963642039	146
11.546450930118485	145
11.7496963451911	144
11.869386071727588	145
12.070424068085117	146
12.157069901164634	145
12.464063335081372	146
12.51846481236251	147
12.899713060693303	148
12.960008473341178	147
13.021076329854385	146
13.321586680149508	145
14.112855214788471	146
14.791422474057486	147
14.964636629341907	146
15.03030417940105	145
15.183970146353623	146
15.495193348170101	147
15.556676801523107	148
15.799785599362515	149
16.25622856240353	148
16.93482142503876	149
17.309072762278863	150
17.31515456678589	151
17.601596353633084	150
17.632296913191162	149
17.644925154151327	150
17.655854684830704	149
17.843010288781713	150
17.858814598232822	149
18.38798135568148	148
18.416876615591196	149
18.482278226483224	148
18.493450366276505	149
18.551023801519744	150
18.586883335500588	151
18.791218888187906	150
18.893670537604613	149
19.16970372075088	148
19.219006439200246	147
19.3765123823553	148
19.64261371186843	149
19.715284596346518	148
19.8103383504276	149
20.178600080649698	150
20.321095904400874	149
20.707708896516237	148
20.725034815429044	147
20.81199066754856	146
20.82848522561074	147
20.946494114744993	146
20.98736041388708	145
21.143235813959347	144
21.25967420013519	145
21.299589751132842	144
21.578806749947102	145
21.814142454815826	144
22.083189858276594	145
22.671712305752425	144
22.87644855325736	143
23.111361759757084	144
23.170466399660366	145
23.175326764584792	146
23.315907797592153	145
23.375423095564624	144
23.43266552652839	145
23.853309622904362	144
23.931002254102406	145
24.125423809129927	146
24.32128972287791	147
24.41358028820123	148
24.468288733391205	149
24.7791017453162	150
24.84997400798295	151
24.980422536321324	150
25.17632217442737	149
25.495421167097003	150
25.62706963398881	151
25.788173664770778	152
25.873082295852022	151
26.05319461997143	150
26.227931673216904	149
26.381603814144373	150
26.417287586668426	151
26.45135059452353	150
26.653417190893535	151
26.78151135266365	152
26.845736838857412	153
26.85600651072631	152
27.360591332728454	151
28.114654103558575	150
28.339616633952836	151
28.36473334450368	152
28.456880094587166	151
28.628519470698883	152
28.6797182430037	153
29.15627043755501	152
29.255832139070645	151
29.488405547389924	150
30.508684707436235	149
30.856919387429283	150
31.222640219930078	149
31.874499090560285	150
31.923750658352755	151
31.956359869333202	152
32.04005391573838	153
32.06890378611057	154
32.11275391685342	155
32.22559282717551	156
32.275319960905925	157
32.504088305905526	156
32.625264031494034	155
32.857782877415055	156
33.0496092872663	155
33.61829192152577	154
33.681420059683084	153
33.89201175000675	154
33.91824557329639	153
34.027452155509586	152
34.07549966821829	153
34.24861368698455	152
34.27971376190617	153
34.374450038906105	154
35.315311738184164	153
35.43271911925393	152
35.46948120272157	153
35.68504212601953	152
35.7257304959904	153
35.73391701905491	152
35.82741307482715	153
36.25365723082222	152
36.34580267974994	151
37.0806942397699	150
37.243979189367785	151
37.35311643087455	152
37.63187555680786	153
37.6794868704286	152
37.7421286459908	151
37.81295991301732	150
37.81499005490246	149
37.933913312291665	148
38.25353416799525	149
38.422570191838346	148
38.5612961527742	149
38.6077296421156	148
38.670124279946975	149
38.6946823968316	148
39.06585539374489	147
39.29883725782397	146
39.536282555693774	147
39.554824565787435	146
39.800178000139084	145
40.11467316992491	144
40.283304820191645	143
40.40929329759667	142
41.21998133813609	143
41.23773234475339	142
41.44480357171522	143
41.56818740615439	142
41.71126045406838	141
42.15203763062056	140
42.6998359558566	139
42.822805070365064	138
42.827877268773015	137
42.84544878521318	136
43.13238069570476	137
43.33219069249398	136
43.359789137025246	135
43.455320832977556	136
43.83257727791666	135
44.03932679696803	134
44.55473454294968	133
44.747995131070034	132
44.862430500040794	133
45.29430766416738	134
45.69386475642124	135
46.02763264416159	136
46.090998349282856	137
46.091225438027735	138
46.63336393183884	139
46.653730622074754	140
46.685545027405865	139
46.73601643282077	138
47.01590066947105	139
47.242235647527025	140
47.53237020283065	139
47.75488179522879	138
47.945300792384096	137
48.15512117787627	138
48.22102500006598	137
48.54355005279797	138
48.67964849377366	139
48.95336749792004	138
49.00198667824214	137
49.5529860966805	138
49.74115203719911	137
49.76364029876025	138
49.864668407225004	137
50.15176028966601	138
51.18650382266857	139
51.31229726287503	140
51.44539868332475	141
51.754231157091645	140
51.9811895302739	139
52.173875868263785	138
52.26590784983571	137
52.42940526400623	138
52.5088478869695	139
52.72771660345019	140
53.05267327376368	141
53.35695658974095	140
53.42940687164439	139
54.054334148231966	140
54.09418901102322	141
54.207286611366264	140
54.427246529170404	139
54.90725555659913	138
55.14026040188367	137
55.354342194912846	138
55.42942504763678	137
55.830240280309155	138
55.92071598999871	139
55.92179862475313	140
55.96857119047469	141
56.02493011501696	140
56.1842641802577	139
56.395162509396606	140
56.50033468744585	139
56.59543603271305	140
56.77519856408154	141
57.04449955096139	140
57.18321144904968	141
57.19028932408677	140
57.87256097201454	139
58.015152498585294	138
58.719678865180455	139
58.82764331566036	138
59.002112530798286	137
59.03025684279656	136
59.08357588318975	135
59.34472986371675	134
59.37318841563471	135
59.421137036463655	136
59.58301219806471	137
59.79167372260357	138
60.36416700763052	137
60.55066733079544	138
60.58865073402382	137
60.79174845286821	138
61.13458387033464	139
61.461723098503825	138
61.49668382601534	137
62.03363468891732	136
62.478188870737824	135
62.5295525844458	134
62.89223566764247	135
62.93699416350747	134
63.271918588954705	133
63.34218068703536	132
63.772145363632724	131
63.81730002490611	132
64.00274726990756	131
64.07835629491107	132
64.31174770594664	133
64.31719445043986	134
64.41438360143745	135
64.57952194039025	136
64.71053558416084	135
64.74324178384582	134
64.89438091023364	135
65.23468142205714	134
65.34613891774359	133
65.37107945609453	132
65.4874434061203	133
65.50437945736266	134
65.56980774936471	135
65.5830956253265	134
65.63492102882802	135
65.89200952357244	134
65.94368646065912	133
65.99129261117245	132
66.05834318663345	131
66.83813562070783	130
66.99472735803305	131
67.05517963051366	130
67.2399776505394	129
67.65829313511951	130
67.75837800797466	129
67.92276153609633	130
67.9824053667581	131
68.18422338957558	130
68.53572360144223	131
68.9586926942505	132
69.11359015832406	131
69.19674404556922	130
69.99734952813323	131
70.50572798111615	132
70.5509430719209	131
70.78576129212541	132
70.97854729476337	131
71.44511077373078	130
71.80077133496073	129
72.29481312528941	130
72.29932438023556	129
72.3813923082634	128
72.91912405972218	127
72.93960083811338	128
73.18681915956064	127
73.30968774065599	128
73.37010647115733	127
73.63899461297737	128
74.51900413783471	129
74.7643814780711	130
74.87301223621743	131
74.88588960041582	130
75.09674563620875	129
75.13730941474628	130
75.35887305852727	129
75.70599861990443	130
76.11579575273265	131
76.29261108769774	132
76.40081018564673	133
76.67954855759847	134
76.68000625224578	135
76.81027663793058	136
76.86535825961774	135
76.86553485578979	136
78.01238579152121	135
78.4339617092841	136
78.69206901189229	135
80.04827514556969	136
80.3112686708121	137
80.34913034608294	136
80.55115785588264	137
80.74865704831443	136
81.04183595456401	135
81.08164116564106	136
81.48543715404483	135
81.75121259886804	134
82.28177274792168	135
82.49494780470432	134
82.55253426971981	135
82.71628723579633	134
82.85168796595931	133
82.95002694744717	134
83.05484929531623	133
83.23016268865901	134
83.25927990843186	133
83.41982227683609	132
84.26703867134283	133
84.34853978911113	134
84.48348299252142	135
84.55222495776972	136
84.78368952853197	135
84.8128909859651	136
85.03333443909816	135
85.12556836576097	136
85.35728680641259	137
85.62358232171597	138
85.65041812709381	137
85.77223025986862	136
85.87892427312013	135
86.02576952366712	136
86.08372492343709	137
86.3624804074002	136
86.5908892650714	137
86.60941306389236	136
87.26789381987388	135
87.81586614576337	134
87.89677475266512	133
87.9067197379507	134
88.25762148439281	133
88.34455370461524	134
88.43267650625177	135
88.56150422257696	134
88.83417305090195	133
88.91728946945808	134
90.03741053950182	133
90.68744179537882	134
90.96824954537533	133
91.23802068385802	134
91.99751283233387	135
92.30773276093066	136
92.43046266362995	135
92.53860682835719	136
92.8390898816138	135
92.95885192646061	136
93.08030497235045	135
93.826385116934	136
93.95066176376555	137
94.12607531749967	138
94.69432125160098	137
95.13493044217746	138
95.46808906171843	137
95.63932984223551	138
95.96780175115293	139
96.10197589722424	140
96.7773387311418	139
96.79979314201097	140
96.88119477232807	139
97.14399086531144	140
97.40748849116142	141
97.53217483052904	140
98.3192677032861	139
98.5457999382438	140
98.82600641744382	139
99.00601195600865	138
99.25215637870951	137
99.51801547434128	136
99.94456761798509	135
99.9636002828789	136
100.18819753619151	135
100.36039974699435	136
100.3923280007243	137
100.52985303057261	138
101.92293954206926	139
102.17841629776615	140
102.35831989785638	141
102.44497953035766	142
102.56420468350696	143
102.81277538834789	142
103.00831234447574	141
103.22182786767485	142
103.43236677682057	143
103.52698565811849	144
103.55703921015377	143
103.75353600641145	144
103.97833005759175	143
104.04779869650957	144
104.30993812970195	145
104.34315583330873	144
104.51900422492854	145
105.10576741126191	146
105.34396802089945	145
105.36563854871228	146
105.52553915667835	145
105.57148610513042	144
105.69806670149623	145
105.77019409364718	146
105.89290896053423	147
105.90232835532316	148
106.67577081031519	149
106.93343842389048	150
107.6560499174498	149
108.34440496160126	148
108.52765604265176	147
108.53220181342384	148
108.74855741290277	147
108.90006051366588	146
108.90995001791865	147
108.91059762838802	148
108.9313409258387	147
109.47576731009018	146
109.53735498522333	145
109.56287759070877	146
109.72685930144394	145
109.75817849360932	144
109.81276784750192	145
109.88083639591379	144
110.02738451345756	145
110.11411878688646	146
110.24028376594876	145
110.84492027130182	144
110.85150754364439	145
110.89377522859418	144
110.98886917040613	143
111.69943503454213	144
111.92940579859692	143
112.29304999170976	142
112.5509974983145	141
112.58043514529304	140
113.05200633808313	139
113.30307849781495	140
113.62556186573947	139
